,date,away,home,awaySpread,total
1162,20171027,Toronto,L.A. Lakers,-6.5,225
1163,20171027,Washington,Golden State,-10.5,230.5
1164,20171026,Dallas,Memphis,-8,196.5
1165,20171026,Boston,Milwaukee,-4.5,207
1166,20171026,Atlanta,Chicago,-2.5,200
1167,20171026,L.A. Clippers,Portland,-2,211.5
1168,20171026,New Orleans,Sacramento,-2,203
1169,20171025,Minnesota,Detroit,-1.5,208
1170,20171025,Houston,Philadelphia,-3.5,222
1171,20171025,Denver,Charlotte,-1.5,212
1172,20171025,Cleveland,Brooklyn,-7,227
1173,20171025,San Antonio,Miami,-3.5,195
1174,20171025,Indiana,Oklahoma City,-14.5,218
1175,20171025,Memphis,Dallas,-5,195
1176,20171025,Utah,Phoenix,-6,203
1177,20171025,Washington,L.A. Lakers,-6,230
1178,20171025,Toronto,Golden State,-12.5,224
1179,20171024,Brooklyn,Orlando,-3.5,229
1180,20171024,Chicago,Cleveland,-14,207.5
1181,20171024,New York,Boston,-9,210
1182,20171024,Indiana,Minnesota,-11,217
1183,20171024,New Orleans,Portland,-4.5,219
1184,20171024,Utah,L.A. Clippers,-3.5,200.5
1185,20171023,Philadelphia,Detroit,-4.5,213.5
1186,20171023,Atlanta,Miami,-9,203.5
1187,20171023,Memphis,Houston,-8,211
1188,20171023,Charlotte,Milwaukee,-6,205.5
1189,20171023,Golden State,Dallas,-10.5,214
1190,20171023,Toronto,San Antonio,-2.5,205.5
1191,20171023,Washington,Denver,-3.5,223
1192,20171023,Sacramento,Phoenix,-2,210
1193,20171022,Atlanta,Brooklyn,-2.5,219.5
1194,20171022,Minnesota,Oklahoma City,-4.5,211.5
1195,20171022,New Orleans,L.A. Lakers,-4,218
1196,20171021,Philadelphia,Toronto,-7.5,216
1197,20171021,Orlando,Cleveland,-11,212.5
1198,20171021,Dallas,Houston,-10.5,214.5
1199,20171021,Detroit,New York,-1.5,206.5
1200,20171021,Indiana,Miami,-8.5,211
1201,20171021,San Antonio,Chicago,-8,202
1202,20171021,Golden State,Memphis,-7.5,213
1203,20171021,Portland,Milwaukee,-4.5,214.5
1204,20171021,Sacramento,Denver,-11,216
1205,20171021,Oklahoma City,Utah,-4,202
1206,20171021,Phoenix,L.A. Clippers,-11.5,217.5
1207,20171020,Boston,Philadelphia,-1,217
1208,20171020,Atlanta,Charlotte,-6,202.5
1209,20171020,Detroit,Washington,-6.5,210.5
1210,20171020,Cleveland,Milwaukee,-1.5,210
1211,20171020,Portland,Indiana,-3.5,221.5
1212,20171020,Orlando,Brooklyn,-1.5,220.5
1213,20171020,Utah,Minnesota,-5.5,200
1214,20171020,Sacramento,Dallas,-5.5,201.5
1215,20171020,Golden State,New Orleans,-6.5,222.5
1216,20171020,L.A. Lakers,Phoenix,-3,222
1217,20171019,Chicago,Toronto,-11,206
1218,20171019,New York,Oklahoma City,-11,214.5
1219,20171019,L.A. Clippers,L.A. Lakers,-4.5,218.5
1220,20171018,Brooklyn,Indiana,-3.5,213.5
1221,20171018,Philadelphia,Washington,-7,215.5
1222,20171018,Miami,Orlando,-3,207
1223,20171018,Charlotte,Detroit,-3,204
1224,20171018,Milwaukee,Boston,-5.5,207
1225,20171018,New Orleans,Memphis,-3,205
1226,20171018,Atlanta,Dallas,-6.5,198
1227,20171018,Denver,Utah,-2,207.5
1228,20171018,Minnesota,San Antonio,-1,205.5
1229,20171018,Houston,Sacramento,-8.5,218.5
1230,20171018,Portland,Phoenix,-1,220
1231,20171017,Boston,Cleveland,-3,214
1232,20171017,Houston,Golden State,-9,232
